evaluation,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,mcc,specificity,tn,fp,fn,tp
nested_threshold_tuned,0.8982300884955752,0.8982300884955752,0.9166666666666666,0.8761061946902655,0.8959276018099548,0.9618607565196962,0.9672486368310946,0.7972410051791009,0.9203539823008849,104,9,14,99
