feature,coefficient,absolute_coefficient
clean_repetition_count,1.8026016174395167,1.8026016174395167
clean_unique_items,-1.7271130347904504,1.7271130347904504
clean_type_token_ratio,-1.1516795955118853,1.1516795955118853
clean_total_items,-0.9957251393531299,0.9957251393531299
