model,evaluation_status,threshold,accuracy,balanced_accuracy,f1,precision,recall_sensitivity,specificity,roc_auc,average_precision,mcc,tn,fp,fn,tp,n_test,transcript_model,audio_model,fusion_model
transcript_acoustic_stacking_fusion,post_hoc_quality_filtered_test_set,0.61,0.9110512129380054,0.8980893645323176,0.8825622775800712,0.9393939393939394,0.8322147651006712,0.963963963963964,0.9140818671020015,0.9292906190010002,0.8153,214,8,25,124,371,calibrated_tfidf_linear_svm,extra_trees_85_acoustic_features,logistic_regression_stacker
